site_code,density,size_bin,bin_floor,bin_ceiling,bin_mid,bin_width,norm_density,lat,lon,ecoregion
QLD48,79.165426446,0,1,1.4142135623731,1.20710678118655,0.414213562373095,191.122246196983,-14.68689,145.44195,Torres Strait Northern Great Barrier Reef
QLD48,56.1465477376,1,1.4142135623731,2,1.70710678118655,0.585786437626905,95.8481523830711,-14.68689,145.44195,Torres Strait Northern Great Barrier Reef
QLD48,35.24081188101,2,2,2.82842712474619,2.4142135623731,0.82842712474619,42.5394229960866,-14.68689,145.44195,Torres Strait Northern Great Barrier Reef
QLD48,2.95631960165,3,2.82842712474619,4,3.4142135623731,1.17157287525381,2.52337661966571,-14.68689,145.44195,Torres Strait Northern Great Barrier Reef
QLD48,5.72157778928,4,4,5.65685424949238,4.82842712474619,1.65685424949238,3.45327767426311,-14.68689,145.44195,Torres Strait Northern Great Barrier Reef
QLD51,68315.650392997,-6,0.125,0.176776695296637,0.150888347648318,0.0517766952966369,1319428.5576089,-14.65706,145.45076,Torres Strait Northern Great Barrier Reef
QLD51,20321.696566336,-5,0.176776695296637,0.25,0.213388347648318,0.0732233047033631,277530.44810886,-14.65706,145.45076,Torres Strait Northern Great Barrier Reef
QLD51,6916.4075397788,-4,0.25,0.353553390593274,0.301776695296637,0.103553390593274,66790.7395417341,-14.65706,145.45076,Torres Strait Northern Great Barrier Reef
QLD51,2262.496664548,-3,0.353553390593274,0.5,0.426776695296637,0.146446609406726,15449.2935938473,-14.65706,145.45076,Torres Strait Northern Great Barrier Reef
QLD51,811.809228431,-2,0.5,0.707106781186548,0.603553390593274,0.207106781186548,3919.76169867552,-14.65706,145.45076,Torres Strait Northern Great Barrier Reef
QLD51,357.564428798,-1,0.707106781186548,1,0.853553390593274,0.292893218813453,1220.80132222432,-14.65706,145.45076,Torres Strait Northern Great Barrier Reef
QLD51,84.082958722,0,1,1.4142135623731,1.20710678118655,0.414213562373095,202.994219311109,-14.65706,145.45076,Torres Strait Northern Great Barrier Reef
QLD51,24.5499108032,1,1.4142135623731,2,1.70710678118655,0.585786437626905,41.9093192096676,-14.65706,145.45076,Torres Strait Northern Great Barrier Reef
QLD51,25.50394224337,2,2,2.82842712474619,2.4142135623731,0.82842712474619,30.785981628962,-14.65706,145.45076,Torres Strait Northern Great Barrier Reef
QLD51,0.83057303455,3,2.82842712474619,4,3.4142135623731,1.17157287525381,0.708938429775497,-14.65706,145.45076,Torres Strait Northern Great Barrier Reef
QLD51,0.03118334196,4,4,5.65685424949238,4.82842712474619,1.65685424949238,0.0188208117699875,-14.65706,145.45076,Torres Strait Northern Great Barrier Reef
SI21,19350.0280500608,-6,0.125,0.176776695296637,0.150888347648318,0.0517766952966369,373720.801206054,-30.00751,153.27028,Tweed-Moreton
SI21,5221.69726074406,-5,0.176776695296637,0.25,0.213388347648318,0.0732233047033631,71311.9584249553,-30.00751,153.27028,Tweed-Moreton
SI21,2471.94948309185,-4,0.25,0.353553390593274,0.301776695296637,0.103553390593274,23871.255870326,-30.00751,153.27028,Tweed-Moreton
SI21,3864.43779440063,-3,0.353553390593274,0.5,0.426776695296637,0.146446609406726,26388.0318571796,-30.00751,153.27028,Tweed-Moreton
SI21,2329.34250684136,-2,0.5,0.707106781186548,0.603553390593274,0.207106781186548,11247.0605428571,-30.00751,153.27028,Tweed-Moreton
SI21,885.466404783114,-1,0.707106781186548,1,0.853553390593274,0.292893218813453,3023.17140823625,-30.00751,153.27028,Tweed-Moreton
SI21,172.610813225431,0,1,1.4142135623731,1.20710678118655,0.414213562373095,416.719366301085,-30.00751,153.27028,Tweed-Moreton
SI21,72.4923589664634,1,1.4142135623731,2,1.70710678118655,0.585786437626905,123.752197575859,-30.00751,153.27028,Tweed-Moreton
SI21,171.970083267828,2,2,2.82842712474619,2.4142135623731,0.82842712474619,207.586253673811,-30.00751,153.27028,Tweed-Moreton
SI21,66.0062557711123,3,2.82842712474619,4,3.4142135623731,1.17157287525381,56.3398634137998,-30.00751,153.27028,Tweed-Moreton
SI21,8.54042047618411,4,4,5.65685424949238,4.82842712474619,1.65685424949238,5.15459973549314,-30.00751,153.27028,Tweed-Moreton
SI21,13.963636352,5,5.65685424949238,8,6.82842712474619,2.34314575050762,5.95935457663054,-30.00751,153.27028,Tweed-Moreton
SI29,57200.2137147024,-6,0.125,0.176776695296637,0.150888347648318,0.0517766952966369,1104748.25376539,-29.98321,153.2278,Tweed-Moreton
SI29,26337.8101398024,-5,0.176776695296637,0.25,0.213388347648318,0.0732233047033631,359691.634330084,-29.98321,153.2278,Tweed-Moreton
SI29,18325.0227188362,-4,0.25,0.353553390593274,0.301776695296637,0.103553390593274,176962.073514437,-29.98321,153.2278,Tweed-Moreton
SI29,4491.17221957499,-3,0.353553390593274,0.5,0.426776695296637,0.146446609406726,30667.6422060524,-29.98321,153.2278,Tweed-Moreton
SI29,1586.25356726469,-2,0.5,0.707106781186548,0.603553390593274,0.207106781186548,7659.10975090623,-29.98321,153.2278,Tweed-Moreton
SI29,861.190330614443,-1,0.707106781186548,1,0.853553390593274,0.292893218813453,2940.2877065684,-29.98321,153.2278,Tweed-Moreton
SI29,241.244170164617,0,1,1.4142135623731,1.20710678118655,0.414213562373095,582.414947454862,-29.98321,153.2278,Tweed-Moreton
SI29,166.907929215412,1,1.4142135623731,2,1.70710678118655,0.585786437626905,284.929657797434,-29.98321,153.2278,Tweed-Moreton
SI29,83.8757331820692,2,2,2.82842712474619,2.4142135623731,0.82842712474619,101.246966301069,-29.98321,153.2278,Tweed-Moreton
SI29,1.11790767386278,3,2.82842712474619,4,3.4142135623731,1.17157287525381,0.954193885395813,-29.98321,153.2278,Tweed-Moreton
SI29,8.69600662022801,4,4,5.65685424949238,4.82842712474619,1.65685424949238,5.24850428026017,-29.98321,153.2278,Tweed-Moreton
SI6,38401.288351382,-6,0.125,0.176776695296637,0.150888347648318,0.0517766952966369,741671.289204051,-30.01765,153.2692,Tweed-Moreton
SI6,13581.468593668,-5,0.176776695296637,0.25,0.213388347648318,0.0732233047033631,185480.137077782,-30.01765,153.2692,Tweed-Moreton
SI6,5206.617707541,-4,0.25,0.353553390593274,0.301776695296637,0.103553390593274,50279.5483345496,-30.01765,153.2692,Tweed-Moreton
SI6,2482.216686369,-3,0.353553390593274,0.5,0.426776695296637,0.146446609406726,16949.6357506997,-30.01765,153.2692,Tweed-Moreton
SI6,1353.3971626366,-2,0.5,0.707106781186548,0.603553390593274,0.207106781186548,6534.77957062909,-30.01765,153.2692,Tweed-Moreton
SI6,573.3443246304,-1,0.707106781186548,1,0.853553390593274,0.292893218813453,1957.51996906275,-30.01765,153.2692,Tweed-Moreton
SI6,119.4676594272,0,1,1.4142135623731,1.20710678118655,0.414213562373095,288.420443654116,-30.01765,153.2692,Tweed-Moreton
SI6,82.4138677124,1,1.4142135623731,2,1.70710678118655,0.585786437626905,140.689272435649,-30.01765,153.2692,Tweed-Moreton
SI6,38.82053263614,2,2,2.82842712474619,2.4142135623731,0.82842712474619,46.8605281943583,-30.01765,153.2692,Tweed-Moreton
SI6,19.6266989468,3,2.82842712474619,4,3.4142135623731,1.17157287525381,16.7524354321946,-30.01765,153.2692,Tweed-Moreton
SI6,12.85610873412,4,4,5.65685424949238,4.82842712474619,1.65685424949238,7.75934801631392,-30.01765,153.2692,Tweed-Moreton
SI6,1.28,5,5.65685424949238,8,6.82842712474619,2.34314575050762,0.546274169979695,-30.01765,153.2692,Tweed-Moreton
SYD1,32646.2257662557,-6,0.125,0.176776695296637,0.150888347648318,0.0517766952966369,630519.688041509,-33.85186,151.21997,Manning-Hawkesbury
SYD1,16564.7122792127,-5,0.176776695296637,0.25,0.213388347648318,0.0732233047033631,226221.861281985,-33.85186,151.21997,Manning-Hawkesbury
SYD1,12831.575556348,-4,0.25,0.353553390593274,0.301776695296637,0.103553390593274,123912.654939002,-33.85186,151.21997,Manning-Hawkesbury
SYD1,2497.65521288244,-3,0.353553390593274,0.5,0.426776695296637,0.146446609406726,17055.0566039102,-33.85186,151.21997,Manning-Hawkesbury
SYD1,848.857477563278,-2,0.5,0.707106781186548,0.603553390593274,0.207106781186548,4098.64646971016,-33.85186,151.21997,Manning-Hawkesbury
SYD1,270.338065358682,-1,0.707106781186548,1,0.853553390593274,0.292893218813453,922.991889173315,-33.85186,151.21997,Manning-Hawkesbury
SYD1,256.695208678506,0,1,1.4142135623731,1.20710678118655,0.414213562373095,619.717054187841,-33.85186,151.21997,Manning-Hawkesbury
SYD1,53.8909117466026,1,1.4142135623731,2,1.70710678118655,0.585786437626905,91.9975408869511,-33.85186,151.21997,Manning-Hawkesbury
SYD1,45.5839533560625,2,2,2.82842712474619,2.4142135623731,0.82842712474619,55.0246992093943,-33.85186,151.21997,Manning-Hawkesbury
SYD1,0.96971238944428,3,2.82842712474619,4,3.4142135623731,1.17157287525381,0.82770129791047,-33.85186,151.21997,Manning-Hawkesbury
SYD1,0.0298189909356378,4,4,5.65685424949238,4.82842712474619,1.65685424949238,0.0179973530832743,-33.85186,151.21997,Manning-Hawkesbury
SYD3,153726.629121263,-6,0.125,0.176776695296637,0.150888347648318,0.0517766952966369,2969031.30337961,-33.86328,151.24196,Manning-Hawkesbury
SYD3,46530.8708575182,-5,0.176776695296637,0.25,0.213388347648318,0.0732233047033631,635465.321403078,-33.86328,151.24196,Manning-Hawkesbury
SYD3,18670.3674193527,-4,0.25,0.353553390593274,0.301776695296637,0.103553390593274,180297.01695316,-33.86328,151.24196,Manning-Hawkesbury
SYD3,5344.84902483631,-3,0.353553390593274,0.5,0.426776695296637,0.146446609406726,36496.9120588655,-33.86328,151.24196,Manning-Hawkesbury
SYD3,1752.59526891869,-2,0.5,0.707106781186548,0.603553390593274,0.207106781186548,8462.27853514886,-33.86328,151.24196,Manning-Hawkesbury
SYD3,1218.14998058363,-1,0.707106781186548,1,0.853553390593274,0.292893218813453,4159.02418471316,-33.86328,151.24196,Manning-Hawkesbury
SYD3,262.89147146773,0,1,1.4142135623731,1.20710678118655,0.414213562373095,634.676155849613,-33.86328,151.24196,Manning-Hawkesbury
SYD3,84.6312381585894,1,1.4142135623731,2,1.70710678118655,0.585786437626905,144.474560560742,-33.86328,151.24196,Manning-Hawkesbury
SYD3,51.2965215744547,2,2,2.82842712474619,2.4142135623731,0.82842712474619,61.9203790438063,-33.86328,151.24196,Manning-Hawkesbury
SYD3,1.28961216172122,3,2.82842712474619,4,3.4142135623731,1.17157287525381,1.10075283318747,-33.86328,151.24196,Manning-Hawkesbury
SYD3,5.1984082410433,4,4,5.65685424949238,4.82842712474619,1.65685424949238,3.1375169195697,-33.86328,151.24196,Manning-Hawkesbury
SYD3,0.319221495405839,5,5.65685424949238,8,6.82842712474619,2.34314575050762,0.136236294876955,-33.86328,151.24196,Manning-Hawkesbury
SYD30,233470.39761165,-6,0.125,0.176776695296637,0.150888347648318,0.0517766952966369,4509179.20261348,-33.841655,151.253968,Manning-Hawkesbury
SYD30,71336.93635406,-5,0.176776695296637,0.25,0.213388347648318,0.0732233047033631,974238.142392712,-33.841655,151.253968,Manning-Hawkesbury
SYD30,21275.483363654,-4,0.25,0.353553390593274,0.301776695296637,0.103553390593274,205454.241930307,-33.841655,151.253968,Manning-Hawkesbury
SYD30,6976.408120571,-3,0.353553390593274,0.5,0.426776695296637,0.146446609406726,47637.8944438066,-33.841655,151.253968,Manning-Hawkesbury
SYD30,2184.469775066,-2,0.5,0.707106781186548,0.603553390593274,0.207106781186548,10547.5531151169,-33.841655,151.253968,Manning-Hawkesbury
SYD30,1724.507094337,-1,0.707106781186548,1,0.853553390593274,0.292893218813453,5887.835509894,-33.841655,151.253968,Manning-Hawkesbury
SYD30,158.170464526,0,1,1.4142135623731,1.20710678118655,0.414213562373095,381.857280625522,-33.841655,151.253968,Manning-Hawkesbury
SYD30,35.1330700368,1,1.4142135623731,2,1.70710678118655,0.585786437626905,59.9759021037232,-33.841655,151.253968,Manning-Hawkesbury
SYD30,16.52215965509,2,2,2.82842712474619,2.4142135623731,0.82842712474619,19.9440109595059,-33.841655,151.253968,Manning-Hawkesbury
