ecoregion,site_code,bin_mid,norm_density,lat,lon
Manning-Hawkesbury,SYD6,309.019335983757,3.77220869120796e-05,-33.85595,151.26602
Manning-Hawkesbury,SYD9,309.019335983757,7.54441738241591e-05,-33.852053,151.263956
Bassian,TAS26,309.019335983757,1.88610434560398e-05,-43.14242,147.29123
Bassian,TAS43,309.019335983757,0.000207471478016438,-43.08944,147.30101
Bassian,TAS84,309.019335983757,0.00264997660557359,-41.87563,148.31159
Bassian,TAS88,309.019335983757,0.000113166260736239,-41.87094,148.31732
Cape Howe,BS-S8,437.019335983757,6.66838586400994e-06,-39.21514893,146.9923859
Bassian,DE4,437.019335983757,1.33367717280199e-05,-42.90611,147.3447
Bassian,DE46,437.019335983757,8.89118115201325e-06,-42.861017,147.3501
Bassian,DE7,437.019335983757,1.33367717280199e-05,-43.01334,147.33089
Lord Howe and Norfolk Islands,EMR1,437.019335983757,3.33419293200497e-05,-29.45103,159.06227
Lord Howe and Norfolk Islands,EMR18,437.019335983757,5.33470869120795e-05,-29.92554,159.0511
Lord Howe and Norfolk Islands,EMR2,437.019335983757,2.66735434560398e-05,-29.45683,159.0622
Lord Howe and Norfolk Islands,EMR20,437.019335983757,1.33367717280199e-05,-29.93192,159.06155
Lord Howe and Norfolk Islands,EMR25,437.019335983757,2.66735434560398e-05,-29.91181,159.08131
Lord Howe and Norfolk Islands,EMR37,437.019335983757,1.33367717280199e-05,-29.48267,159.06495
Lord Howe and Norfolk Islands,EMR42,437.019335983757,6.66838586400994e-06,-29.94249,159.0847
Lord Howe and Norfolk Islands,EMR5,437.019335983757,0.000100025787960149,-29.44269,159.06088
Lord Howe and Norfolk Islands,EMR8,437.019335983757,5.00128939800745e-05,-29.44563,159.09369
Central and Southern Great Barrier Reef,GBR27,437.019335983757,0.000293408978016437,-19.79517,149.07878
Central and Southern Great Barrier Reef,GBR76,437.019335983757,1.00025787960149e-05,-19.80832,149.06582
Cape Howe,JBMP6,437.019335983757,9.33574020961392e-05,-35.13676,150.76428
Cape Howe,KG-S13,437.019335983757,5.00128939800745e-06,-39.44477844,147.3012238
Cape Howe,KG-S15,437.019335983757,1.66709646600249e-05,-39.49295044,147.3421478
Cape Howe,KG-S4,437.019335983757,6.66838586400994e-06,-39.46456909,147.2946625
Bassian,NIN-S1,437.019335983757,5.00128939800745e-05,-43.27292,147.14343
Bassian,NIN-S2,437.019335983757,4.66787010480696e-05,-43.29383,147.14182
Cape Howe,NSW47,437.019335983757,6.66838586400994e-06,-37.10968,149.92238
Cape Howe,NSW5,437.019335983757,6.66838586400994e-06,-37.10036,149.9285
Manning-Hawkesbury,PS13,437.019335983757,5.78872645216182e-05,-32.71802,152.14133
Manning-Hawkesbury,PS17,437.019335983757,9.91246547352829e-05,-32.714463,152.15183
Torres Strait Northern Great Barrier Reef,QLD43,437.019335983757,5.33470869120795e-05,-14.69473,145.45921
Torres Strait Northern Great Barrier Reef,QLD44,437.019335983757,1.77823623040265e-05,-14.68942,145.46617
Torres Strait Northern Great Barrier Reef,QLD48,437.019335983757,0.000120030945552179,-14.68689,145.44195
Torres Strait Northern Great Barrier Reef,QLD51,437.019335983757,1.11139764400166e-05,-14.65706,145.45076
Tweed-Moreton,SI21,437.019335983757,0.000503833598614084,-30.00751,153.27028
Tweed-Moreton,SI29,437.019335983757,6.66838586400994e-05,-29.98321,153.2278
Tweed-Moreton,SI6,437.019335983757,3.81916644938751e-05,-30.01765,153.2692
Manning-Hawkesbury,SYD3,437.019335983757,2.00051575920298e-05,-33.86328,151.24196
Manning-Hawkesbury,SYD30,437.019335983757,4.50116045820671e-05,-33.841655,151.253968
Manning-Hawkesbury,SYD31,437.019335983757,0.000115585354976172,-33.840111,151.277492
Manning-Hawkesbury,SYD37,437.019335983757,9.64351186487591e-05,-33.83036,151.26378
Manning-Hawkesbury,SYD6,437.019335983757,2.22279528800331e-05,-33.85595,151.26602
Manning-Hawkesbury,SYD9,437.019335983757,5.33470869120795e-05,-33.852053,151.263956
Bassian,TAS43,437.019335983757,4.66787010480696e-05,-43.08944,147.30101
Bassian,TAS84,437.019335983757,0.000873558548185302,-41.87563,148.31159
Bassian,TAS88,437.019335983757,1.77823623040265e-05,-41.87094,148.31732
Lord Howe and Norfolk Islands,EMR18,618.038671967513,1.41457825920298e-05,-29.92554,159.0511
Lord Howe and Norfolk Islands,EMR25,618.038671967513,2.35763043200497e-06,-29.91181,159.08131
Lord Howe and Norfolk Islands,EMR5,618.038671967513,9.43052172801989e-06,-29.44269,159.06088
Lord Howe and Norfolk Islands,EMR8,618.038671967513,2.35763043200497e-06,-29.44563,159.09369
Cape Howe,JBMP25,618.038671967513,9.43052172801989e-06,-35.06756,150.68239
Cape Howe,JBMP6,618.038671967513,7.07289129601492e-06,-35.13676,150.76428
Cape Howe,KG-S4,618.038671967513,1.17881521600249e-05,-39.46456909,147.2946625
Cape Howe,NSW47,618.038671967513,2.35763043200497e-05,-37.10968,149.92238
Cape Howe,NSW5,618.038671967513,4.71526086400995e-06,-37.10036,149.9285
Manning-Hawkesbury,PS13,618.038671967513,5.21688436018122e-06,-32.71802,152.14133
Manning-Hawkesbury,PS17,618.038671967513,1.82238460419844e-05,-32.714463,152.15183
Torres Strait Northern Great Barrier Reef,QLD48,618.038671967513,4.71526086400995e-06,-14.68689,145.44195
Torres Strait Northern Great Barrier Reef,QLD51,618.038671967513,1.57175362133665e-06,-14.65706,145.45076
Tweed-Moreton,SI21,618.038671967513,4.40091013974262e-05,-30.00751,153.27028
Tweed-Moreton,SI6,618.038671967513,3.42928062837087e-05,-30.01765,153.2692
Manning-Hawkesbury,SYD31,618.038671967513,1.10022753493565e-05,-33.840111,151.277492
Bassian,TAS26,618.038671967513,9.43052172801989e-06,-43.14242,147.29123
Bassian,TAS43,618.038671967513,4.71526086400995e-06,-43.08944,147.30101
Bassian,TAS84,618.038671967513,6.60136520961392e-05,-41.87563,148.31159
Lord Howe and Norfolk Islands,EMR1,874.038671967514,8.33548233001243e-06,-29.45103,159.06227
Lord Howe and Norfolk Islands,EMR18,874.038671967514,8.33548233001243e-06,-29.92554,159.0511
Lord Howe and Norfolk Islands,EMR20,874.038671967514,1.16696752620174e-05,-29.93192,159.06155
Lord Howe and Norfolk Islands,EMR25,874.038671967514,3.33419293200497e-06,-29.91181,159.08131
Lord Howe and Norfolk Islands,EMR42,874.038671967514,6.66838586400994e-06,-29.94249,159.0847
Lord Howe and Norfolk Islands,EMR5,874.038671967514,5.00128939800746e-06,-29.44269,159.06088
Lord Howe and Norfolk Islands,EMR8,874.038671967514,3.33419293200497e-06,-29.44563,159.09369
Cape Howe,JBMP6,874.038671967514,8.33548233001243e-06,-35.13676,150.76428
Cape Howe,KG-S13,874.038671967514,3.33419293200497e-06,-39.44477844,147.3012238
Cape Howe,KG-S15,874.038671967514,8.33548233001243e-07,-39.49295044,147.3421478
Bassian,NIN-S2,874.038671967514,1.00025787960149e-05,-43.29383,147.14182
Cape Howe,NSW5,874.038671967514,1.33367717280199e-05,-37.10036,149.9285
Manning-Hawkesbury,PS13,874.038671967514,1.84444715387509e-06,-32.71802,152.14133
Manning-Hawkesbury,PS17,874.038671967514,1.00025787960149e-05,-32.714463,152.15183
Torres Strait Northern Great Barrier Reef,QLD43,874.038671967514,1.66709646600249e-06,-14.69473,145.45921
Torres Strait Northern Great Barrier Reef,QLD48,874.038671967514,3.33419293200497e-06,-14.68689,145.44195
Tweed-Moreton,SI6,874.038671967514,6.06216896728177e-06,-30.01765,153.2692
Manning-Hawkesbury,SYD30,874.038671967514,4.16774116500621e-06,-33.841655,151.253968
Manning-Hawkesbury,SYD31,874.038671967514,1.11139764400166e-06,-33.840111,151.277492
Manning-Hawkesbury,SYD37,874.038671967514,3.59066931138997e-06,-33.83036,151.26378
Bassian,TAS84,874.038671967514,2.00051575920298e-05,-41.87563,148.31159
Lord Howe and Norfolk Islands,EMR1,1236.07734393503,4.71526086400994e-06,-29.45103,159.06227
Lord Howe and Norfolk Islands,EMR20,1236.07734393503,8.2517065120174e-06,-29.93192,159.06155
Lord Howe and Norfolk Islands,EMR25,1236.07734393503,4.71526086400994e-06,-29.91181,159.08131
Lord Howe and Norfolk Islands,EMR42,1236.07734393503,2.35763043200497e-06,-29.94249,159.0847
Lord Howe and Norfolk Islands,EMR5,1236.07734393503,1.29669673760273e-05,-29.44269,159.06088
Lord Howe and Norfolk Islands,EMR8,1236.07734393503,1.17881521600249e-06,-29.44563,159.09369
Cape Howe,JBMP6,1236.07734393503,1.17881521600249e-06,-35.13676,150.76428
Cape Howe,NSW5,1236.07734393503,2.35763043200497e-06,-37.10036,149.9285
Manning-Hawkesbury,PS17,1236.07734393503,2.35763043200497e-06,-32.714463,152.15183
Tweed-Moreton,SI21,1236.07734393503,5.23917873778883e-07,-30.00751,153.27028
Manning-Hawkesbury,SYD31,1236.07734393503,1.57175362133665e-06,-33.840111,151.277492
Manning-Hawkesbury,SYD37,1236.07734393503,7.25424748309222e-07,-33.83036,151.26378
Manning-Hawkesbury,PS13,1748.07734393503,1.41880550298084e-07,-32.71802,152.14133
Manning-Hawkesbury,PS17,1748.07734393503,4.50566612433104e-08,-32.714463,152.15183
Tweed-Moreton,SI21,1748.07734393503,1.11139764400166e-06,-30.00751,153.27028
Tweed-Moreton,SI6,1748.07734393503,6.06216896728177e-07,-30.01765,153.2692
Manning-Hawkesbury,SYD37,1748.07734393503,2.56476379384998e-07,-33.83036,151.26378
