ecoregion,site_code,bin_mid,norm_density,lat,lon
Lord Howe and Norfolk Islands,EMR2,309.019335983757,0.000457380303808965,-29.45683,159.0622
Lord Howe and Norfolk Islands,EMR20,309.019335983757,0.000245193564928517,-29.93192,159.06155
Lord Howe and Norfolk Islands,EMR25,309.019335983757,0.000207471478016438,-29.91181,159.08131
Lord Howe and Norfolk Islands,EMR37,309.019335983757,0.000113166260736239,-29.48267,159.06495
Lord Howe and Norfolk Islands,EMR42,309.019335983757,0.000433803999488915,-29.94249,159.0847
Lord Howe and Norfolk Islands,EMR5,309.019335983757,0.000433803999488915,-29.44269,159.06088
Lord Howe and Norfolk Islands,EMR8,309.019335983757,0.000622414434049313,-29.44563,159.09369
Central and Southern Great Barrier Reef,GBR24,309.019335983757,0.000155603608512328,-19.81261,149.13292
Central and Southern Great Barrier Reef,GBR27,309.019335983757,0.000575261825409213,-19.79517,149.07878
Central and Southern Great Barrier Reef,GBR76,309.019335983757,0.000165034130240348,-19.80832,149.06582
Cape Howe,JBMP6,309.019335983757,0.000254624086656537,-35.13676,150.76428
Cape Howe,KG-S13,309.019335983757,0.000219259630176462,-39.44477844,147.3012238
Cape Howe,KG-S15,309.019335983757,0.00040787006473686,-39.49295044,147.3421478
Cape Howe,KG-S4,309.019335983757,0.000438519260352925,-39.46456909,147.2946625
Bassian,NIN-S1,309.019335983757,9.43052172801989e-05,-43.27292,147.14343
Bassian,NIN-S2,309.019335983757,0.000141457825920298,-43.29383,147.14182
Cape Howe,NSW47,309.019335983757,0.000235763043200497,-37.10968,149.92238
Cape Howe,NSW5,309.019335983757,0.000202756217152428,-37.10036,149.9285
Manning-Hawkesbury,PS13,309.019335983757,0.000249206552897887,-32.71802,152.14133
Manning-Hawkesbury,PS17,309.019335983757,0.000775851571353853,-32.714463,152.15183
Torres Strait Northern Great Barrier Reef,QLD43,309.019335983757,9.90204781442088e-05,-14.69473,145.45921
Torres Strait Northern Great Barrier Reef,QLD44,309.019335983757,0.000172892898347031,-14.68942,145.46617
Torres Strait Northern Great Barrier Reef,QLD48,309.019335983757,0.00087703852070585,-14.68689,145.44195
Torres Strait Northern Great Barrier Reef,QLD51,309.019335983757,0.000188610434560398,-14.65706,145.45076
Tweed-Moreton,SI21,309.019335983757,0.0007691114387074,-30.00751,153.27028
Tweed-Moreton,SI29,309.019335983757,0.000773302781697631,-29.98321,153.2278
Tweed-Moreton,SI6,309.019335983757,0.000483528568600293,-30.01765,153.2692
Manning-Hawkesbury,SYD1,309.019335983757,2.82915651840597e-05,-33.85186,151.21997
Manning-Hawkesbury,SYD3,309.019335983757,0.000188610434560398,-33.86328,151.24196
Manning-Hawkesbury,SYD30,309.019335983757,0.000136742565056288,-33.841655,151.253968
Manning-Hawkesbury,SYD31,309.019335983757,0.000164510212366569,-33.840111,151.277492
Manning-Hawkesbury,SYD37,309.019335983757,0.00016829854160774,-33.83036,151.26378
