bin_mid,site_code,norm_density,type,lat,lon,ecoregion
0.213388347648318,GBR27,223399.150703289,meio,-19.79517,149.07878,Central and Southern Great Barrier Reef
0.213388347648318,GBR76,215217.13858976,meio,-19.80832,149.06582,Central and Southern Great Barrier Reef
0.213388347648318,JBMP25,1162343.00209034,meio,-35.06756,150.68239,Cape Howe
0.213388347648318,JBMP6,578676.523778951,meio,-35.13676,150.76428,Cape Howe
0.213388347648318,KG-S13,49983.6694188709,meio,-39.44477844,147.3012238,Cape Howe
0.213388347648318,KG-S15,60367.9270406882,meio,-39.49295044,147.3421478,Cape Howe
0.213388347648318,KG-S4,132043.783054968,meio,-39.46456909,147.2946625,Cape Howe
0.213388347648318,NIN-S1,53549.3914528505,meio,-43.27292,147.14343,Bassian
0.213388347648318,NIN-S2,54744.714939873,meio,-43.29383,147.14182,Bassian
0.213388347648318,NSW47,406292.533441137,meio,-37.10968,149.92238,Cape Howe
0.213388347648318,NSW5,250380.415441419,meio,-37.10036,149.9285,Cape Howe
0.213388347648318,PS13,135476.487842051,meio,-32.71802,152.14133,Manning-Hawkesbury
0.213388347648318,PS17,267681.079998739,meio,-32.714463,152.15183,Manning-Hawkesbury
0.213388347648318,QLD43,207917.333127642,meio,-14.69473,145.45921,Torres Strait Northern Great Barrier Reef
0.213388347648318,QLD44,18592.328005266,meio,-14.68942,145.46617,Torres Strait Northern Great Barrier Reef
0.213388347648318,QLD48,113827.350047808,meio,-14.68689,145.44195,Torres Strait Northern Great Barrier Reef
0.213388347648318,QLD51,277530.44810886,meio,-14.65706,145.45076,Torres Strait Northern Great Barrier Reef
0.213388347648318,SI21,71311.9584249553,meio,-30.00751,153.27028,Tweed-Moreton
0.213388347648318,SI29,359691.634330084,meio,-29.98321,153.2278,Tweed-Moreton
0.213388347648318,SI6,185480.137077782,meio,-30.01765,153.2692,Tweed-Moreton
0.213388347648318,SYD1,226221.861281985,meio,-33.85186,151.21997,Manning-Hawkesbury
0.213388347648318,SYD3,635465.321403078,meio,-33.86328,151.24196,Manning-Hawkesbury
0.213388347648318,SYD30,974238.142392712,meio,-33.841655,151.253968,Manning-Hawkesbury
0.213388347648318,SYD31,505499.020723591,meio,-33.840111,151.277492,Manning-Hawkesbury
0.213388347648318,SYD37,958460.139252394,meio,-33.83036,151.26378,Manning-Hawkesbury
0.213388347648318,SYD6,526479.580029867,meio,-33.85595,151.26602,Manning-Hawkesbury
0.213388347648318,SYD9,468964.711392271,meio,-33.852053,151.263956,Manning-Hawkesbury
0.213388347648318,TAS26,188591.770642564,meio,-43.14242,147.29123,Bassian
0.213388347648318,TAS43,254967.630586445,meio,-43.08944,147.30101,Bassian
0.213388347648318,TAS84,82724.1640996406,meio,-41.87563,148.31159,Bassian
0.213388347648318,TAS88,17890.9980120423,meio,-41.87094,148.31732,Bassian
0.301776695296637,BS-S8,33397.4558277599,meio,-39.21514893,146.9923859,Cape Howe
0.301776695296637,DE4,469255.172501351,meio,-42.90611,147.3447,Bassian
0.301776695296637,DE46,81732.6064035431,meio,-42.861017,147.3501,Bassian
0.301776695296637,DE7,19070.1425294646,meio,-43.01334,147.33089,Bassian
0.301776695296637,EMR1,20603.159258021,meio,-29.45103,159.06227,Lord Howe and Norfolk Islands
0.301776695296637,EMR18,8261.4590590542,meio,-29.92554,159.0511,Lord Howe and Norfolk Islands
0.301776695296637,EMR2,61990.3706018526,meio,-29.45683,159.0622,Lord Howe and Norfolk Islands
0.301776695296637,EMR20,27392.7979953768,meio,-29.93192,159.06155,Lord Howe and Norfolk Islands
0.301776695296637,EMR25,4947.55975042288,meio,-29.91181,159.08131,Lord Howe and Norfolk Islands
0.301776695296637,EMR37,6695.50095547365,meio,-29.48267,159.06495,Lord Howe and Norfolk Islands
0.301776695296637,EMR42,44424.6394468933,meio,-29.94249,159.0847,Lord Howe and Norfolk Islands
0.301776695296637,EMR5,4606.52355971997,meio,-29.44269,159.06088,Lord Howe and Norfolk Islands
0.301776695296637,EMR8,41037.9909180765,meio,-29.44563,159.09369,Lord Howe and Norfolk Islands
0.301776695296637,GBR24,63546.920864409,meio,-19.81261,149.13292,Central and Southern Great Barrier Reef
0.301776695296637,GBR27,68276.3910849023,meio,-19.79517,149.07878,Central and Southern Great Barrier Reef
0.301776695296637,GBR76,72837.5703297825,meio,-19.80832,149.06582,Central and Southern Great Barrier Reef
0.301776695296637,JBMP25,296471.472064915,meio,-35.06756,150.68239,Cape Howe
0.301776695296637,JBMP6,181980.923553855,meio,-35.13676,150.76428,Cape Howe
0.301776695296637,KG-S13,20716.3322587038,meio,-39.44477844,147.3012238,Cape Howe
0.301776695296637,KG-S15,18510.3065504189,meio,-39.49295044,147.3421478,Cape Howe
0.301776695296637,KG-S4,52774.8470346003,meio,-39.46456909,147.2946625,Cape Howe
0.301776695296637,NIN-S1,46564.655213278,meio,-43.27292,147.14343,Bassian
0.301776695296637,NIN-S2,39405.6433315239,meio,-43.29383,147.14182,Bassian
0.301776695296637,NSW47,104670.780331987,meio,-37.10968,149.92238,Cape Howe
0.301776695296637,NSW5,95221.5420102403,meio,-37.10036,149.9285,Cape Howe
0.301776695296637,PS13,47389.2351735391,meio,-32.71802,152.14133,Manning-Hawkesbury
0.301776695296637,PS17,98563.36347177,meio,-32.714463,152.15183,Manning-Hawkesbury
0.301776695296637,QLD43,43301.5925468119,meio,-14.69473,145.45921,Torres Strait Northern Great Barrier Reef
0.301776695296637,QLD44,6287.27211307089,meio,-14.68942,145.46617,Torres Strait Northern Great Barrier Reef
0.301776695296637,QLD48,32417.2096988889,meio,-14.68689,145.44195,Torres Strait Northern Great Barrier Reef
0.301776695296637,QLD51,66790.7395417341,meio,-14.65706,145.45076,Torres Strait Northern Great Barrier Reef
0.301776695296637,SI21,23871.255870326,meio,-30.00751,153.27028,Tweed-Moreton
0.301776695296637,SI29,176962.073514437,meio,-29.98321,153.2278,Tweed-Moreton
0.301776695296637,SI6,50279.5483345496,meio,-30.01765,153.2692,Tweed-Moreton
0.301776695296637,SYD1,123912.654939002,meio,-33.85186,151.21997,Manning-Hawkesbury
0.301776695296637,SYD3,180297.01695316,meio,-33.86328,151.24196,Manning-Hawkesbury
0.301776695296637,SYD30,205454.241930307,meio,-33.841655,151.253968,Manning-Hawkesbury
0.301776695296637,SYD31,113072.790767428,meio,-33.840111,151.277492,Manning-Hawkesbury
0.301776695296637,SYD37,269873.022273644,meio,-33.83036,151.26378,Manning-Hawkesbury
0.301776695296637,SYD6,163450.09991782,meio,-33.85595,151.26602,Manning-Hawkesbury
0.301776695296637,SYD9,144361.36719067,meio,-33.852053,151.263956,Manning-Hawkesbury
0.301776695296637,TAS26,81797.1600872524,meio,-43.14242,147.29123,Bassian
0.301776695296637,TAS43,97783.5644472371,meio,-43.08944,147.30101,Bassian
0.301776695296637,TAS84,19800.0070640872,meio,-41.87563,148.31159,Bassian
0.301776695296637,TAS88,6259.95917850328,meio,-41.87094,148.31732,Bassian
0.426776695296637,BS-S8,27294.329181235,meio,-39.21514893,146.9923859,Cape Howe
0.426776695296637,DE4,95699.5751131761,meio,-42.90611,147.3447,Bassian
0.426776695296637,DE46,28743.9842538288,meio,-42.861017,147.3501,Bassian
0.426776695296637,DE7,31104.5667481355,meio,-43.01334,147.33089,Bassian
0.426776695296637,EMR1,7949.01990141011,meio,-29.45103,159.06227,Lord Howe and Norfolk Islands
0.426776695296637,EMR18,4858.51198581407,meio,-29.92554,159.0511,Lord Howe and Norfolk Islands
0.426776695296637,EMR2,21429.9108198995,meio,-29.45683,159.0622,Lord Howe and Norfolk Islands
0.426776695296637,EMR20,9892.12228751308,meio,-29.93192,159.06155,Lord Howe and Norfolk Islands
0.426776695296637,EMR25,2631.57251331556,meio,-29.91181,159.08131,Lord Howe and Norfolk Islands
0.426776695296637,EMR37,5065.4805447611,meio,-29.48267,159.06495,Lord Howe and Norfolk Islands
0.426776695296637,EMR42,13618.9748192244,meio,-29.94249,159.0847,Lord Howe and Norfolk Islands
0.426776695296637,EMR5,1542.76512643264,meio,-29.44269,159.06088,Lord Howe and Norfolk Islands
0.426776695296637,EMR8,16895.4070385282,meio,-29.44563,159.09369,Lord Howe and Norfolk Islands
0.426776695296637,GBR24,17684.3441749226,meio,-19.81261,149.13292,Central and Southern Great Barrier Reef
0.426776695296637,GBR27,19165.054632119,meio,-19.79517,149.07878,Central and Southern Great Barrier Reef
0.426776695296637,GBR76,22051.2682612698,meio,-19.80832,149.06582,Central and Southern Great Barrier Reef
0.426776695296637,JBMP25,52161.7305214521,meio,-35.06756,150.68239,Cape Howe
0.426776695296637,JBMP6,30998.3233469312,meio,-35.13676,150.76428,Cape Howe
0.426776695296637,KG-S13,14015.2665511551,meio,-39.44477844,147.3012238,Cape Howe
0.426776695296637,KG-S15,9090.53007571849,meio,-39.49295044,147.3421478,Cape Howe
0.426776695296637,KG-S4,20152.5978912891,meio,-39.46456909,147.2946625,Cape Howe
0.426776695296637,NIN-S1,25588.3108512684,meio,-43.27292,147.14343,Bassian
0.426776695296637,NIN-S2,26053.7298478185,meio,-43.29383,147.14182,Bassian
0.426776695296637,NSW47,33963.3150670756,meio,-37.10968,149.92238,Cape Howe
0.426776695296637,NSW5,34269.9749989386,meio,-37.10036,149.9285,Cape Howe
0.426776695296637,PS13,10247.77893751,meio,-32.71802,152.14133,Manning-Hawkesbury
0.426776695296637,PS17,24376.3388558659,meio,-32.714463,152.15183,Manning-Hawkesbury
0.426776695296637,QLD43,10895.7213777782,meio,-14.69473,145.45921,Torres Strait Northern Great Barrier Reef
0.426776695296637,QLD44,3508.1933471009,meio,-14.68942,145.46617,Torres Strait Northern Great Barrier Reef
0.426776695296637,QLD48,8627.28333562887,meio,-14.68689,145.44195,Torres Strait Northern Great Barrier Reef
0.426776695296637,QLD51,15449.2935938473,meio,-14.65706,145.45076,Torres Strait Northern Great Barrier Reef
0.426776695296637,SI21,26388.0318571796,meio,-30.00751,153.27028,Tweed-Moreton
0.426776695296637,SI29,30667.6422060524,meio,-29.98321,153.2278,Tweed-Moreton
0.426776695296637,SI6,16949.6357506997,meio,-30.01765,153.2692,Tweed-Moreton
0.426776695296637,SYD1,17055.0566039102,meio,-33.85186,151.21997,Manning-Hawkesbury
0.426776695296637,SYD3,36496.9120588655,meio,-33.86328,151.24196,Manning-Hawkesbury
0.426776695296637,SYD30,47637.8944438066,meio,-33.841655,151.253968,Manning-Hawkesbury
0.426776695296637,SYD31,21936.6783697407,meio,-33.840111,151.277492,Manning-Hawkesbury
0.426776695296637,SYD37,44826.574656963,meio,-33.83036,151.26378,Manning-Hawkesbury
0.426776695296637,SYD6,57777.0379286427,meio,-33.85595,151.26602,Manning-Hawkesbury
0.426776695296637,SYD9,56873.1947851676,meio,-33.852053,151.263956,Manning-Hawkesbury
0.426776695296637,TAS26,40707.2743146932,meio,-43.14242,147.29123,Bassian
0.426776695296637,TAS43,37241.680213591,meio,-43.08944,147.30101,Bassian
0.426776695296637,TAS84,10740.7016285469,meio,-41.87563,148.31159,Bassian
0.426776695296637,TAS88,8004.66799720079,meio,-41.87094,148.31732,Bassian
0.603553390593274,BS-S8,12007.3037628192,meio,-39.21514893,146.9923859,Cape Howe
0.603553390593274,DE4,10860.8243058648,meio,-42.90611,147.3447,Bassian
0.603553390593274,DE46,7221.10013671647,meio,-42.861017,147.3501,Bassian
0.603553390593274,DE7,18612.4583598838,meio,-43.01334,147.33089,Bassian
0.603553390593274,EMR1,2886.13113560162,meio,-29.45103,159.06227,Lord Howe and Norfolk Islands
0.603553390593274,EMR18,3636.44529181965,meio,-29.92554,159.0511,Lord Howe and Norfolk Islands
0.603553390593274,EMR2,7405.899462491,meio,-29.45683,159.0622,Lord Howe and Norfolk Islands
0.603553390593274,EMR20,3364.31463264544,meio,-29.93192,159.06155,Lord Howe and Norfolk Islands
0.603553390593274,EMR25,1230.97852489129,meio,-29.91181,159.08131,Lord Howe and Norfolk Islands
0.603553390593274,EMR37,3784.60272715065,meio,-29.48267,159.06495,Lord Howe and Norfolk Islands
0.603553390593274,EMR42,1918.45350761411,meio,-29.94249,159.0847,Lord Howe and Norfolk Islands
0.603553390593274,EMR5,485.469376830481,meio,-29.44269,159.06088,Lord Howe and Norfolk Islands
0.603553390593274,EMR8,4909.43935299809,meio,-29.44563,159.09369,Lord Howe and Norfolk Islands
0.603553390593274,GBR24,3072.0122467884,meio,-19.81261,149.13292,Central and Southern Great Barrier Reef
0.603553390593274,GBR27,7351.07890984591,meio,-19.79517,149.07878,Central and Southern Great Barrier Reef
0.603553390593274,GBR76,6581.64020010126,meio,-19.80832,149.06582,Central and Southern Great Barrier Reef
0.603553390593274,JBMP25,13438.2048337753,meio,-35.06756,150.68239,Cape Howe
0.603553390593274,JBMP6,12321.235498041,meio,-35.13676,150.76428,Cape Howe
0.603553390593274,KG-S13,6987.30025536055,meio,-39.44477844,147.3012238,Cape Howe
0.603553390593274,KG-S15,5574.4358992446,meio,-39.49295044,147.3421478,Cape Howe
0.603553390593274,KG-S4,5606.60034337749,meio,-39.46456909,147.2946625,Cape Howe
0.603553390593274,NIN-S1,8878.91052606051,meio,-43.27292,147.14343,Bassian
0.603553390593274,NIN-S2,9751.95142425942,meio,-43.29383,147.14182,Bassian
0.603553390593274,NSW47,6246.68136303659,meio,-37.10968,149.92238,Cape Howe
0.603553390593274,NSW5,6051.15571208444,meio,-37.10036,149.9285,Cape Howe
0.603553390593274,PS13,2554.89837730803,meio,-32.71802,152.14133,Manning-Hawkesbury
0.603553390593274,PS17,4693.71300104896,meio,-32.714463,152.15183,Manning-Hawkesbury
0.603553390593274,QLD43,2347.84370228812,meio,-14.69473,145.45921,Torres Strait Northern Great Barrier Reef
0.603553390593274,QLD44,2631.21769153864,meio,-14.68942,145.46617,Torres Strait Northern Great Barrier Reef
0.603553390593274,QLD48,2839.77543174816,meio,-14.68689,145.44195,Torres Strait Northern Great Barrier Reef
0.603553390593274,QLD51,3919.76169867552,meio,-14.65706,145.45076,Torres Strait Northern Great Barrier Reef
0.603553390593274,SI21,11247.0605428571,meio,-30.00751,153.27028,Tweed-Moreton
0.603553390593274,SI29,7659.10975090623,meio,-29.98321,153.2278,Tweed-Moreton
0.603553390593274,SI6,6534.77957062909,meio,-30.01765,153.2692,Tweed-Moreton
0.603553390593274,SYD1,4098.64646971016,meio,-33.85186,151.21997,Manning-Hawkesbury
0.603553390593274,SYD3,8462.27853514886,meio,-33.86328,151.24196,Manning-Hawkesbury
0.603553390593274,SYD30,10547.5531151169,meio,-33.841655,151.253968,Manning-Hawkesbury
0.603553390593274,SYD31,5550.65638082907,meio,-33.840111,151.277492,Manning-Hawkesbury
0.603553390593274,SYD37,13386.8085038159,meio,-33.83036,151.26378,Manning-Hawkesbury
0.603553390593274,SYD6,8839.86470175192,meio,-33.85595,151.26602,Manning-Hawkesbury
0.603553390593274,SYD9,8435.83987136172,meio,-33.852053,151.263956,Manning-Hawkesbury
0.603553390593274,TAS26,9173.45507514472,meio,-43.14242,147.29123,Bassian
0.603553390593274,TAS43,10141.5643890227,meio,-43.08944,147.30101,Bassian
0.603553390593274,TAS84,1867.33412462025,meio,-41.87563,148.31159,Bassian
0.603553390593274,TAS88,2089.50190991101,meio,-41.87094,148.31732,Bassian
0.853553390593274,BS-S8,7501.65400039422,meio,-39.21514893,146.9923859,Cape Howe
0.853553390593274,DE4,5861.43038181954,meio,-42.90611,147.3447,Bassian
0.853553390593274,DE46,5244.59848252218,meio,-42.861017,147.3501,Bassian
0.853553390593274,DE7,14806.1119607024,meio,-43.01334,147.33089,Bassian
0.853553390593274,EMR1,708.610760587862,meio,-29.45103,159.06227,Lord Howe and Norfolk Islands
0.853553390593274,EMR18,1260.48166083067,meio,-29.92554,159.0511,Lord Howe and Norfolk Islands
0.853553390593274,EMR2,1429.53093952493,meio,-29.45683,159.0622,Lord Howe and Norfolk Islands
0.853553390593274,EMR20,677.829093914418,meio,-29.93192,159.06155,Lord Howe and Norfolk Islands
0.853553390593274,EMR25,379.879057872164,meio,-29.91181,159.08131,Lord Howe and Norfolk Islands
0.853553390593274,EMR37,1215.21723993445,meio,-29.48267,159.06495,Lord Howe and Norfolk Islands
0.853553390593274,EMR42,1144.68561709699,meio,-29.94249,159.0847,Lord Howe and Norfolk Islands
0.853553390593274,EMR5,131.415356169496,meio,-29.44269,159.06088,Lord Howe and Norfolk Islands
0.853553390593274,EMR8,1316.96880498854,meio,-29.44563,159.09369,Lord Howe and Norfolk Islands
0.853553390593274,GBR24,1233.82633125817,meio,-19.81261,149.13292,Central and Southern Great Barrier Reef
0.853553390593274,GBR27,2941.85449740233,meio,-19.79517,149.07878,Central and Southern Great Barrier Reef
0.853553390593274,GBR76,2500.66040843498,meio,-19.80832,149.06582,Central and Southern Great Barrier Reef
0.853553390593274,JBMP25,7971.94734880204,meio,-35.06756,150.68239,Cape Howe
0.853553390593274,JBMP6,6101.93495791527,meio,-35.13676,150.76428,Cape Howe
0.853553390593274,KG-S13,2524.04208875315,meio,-39.44477844,147.3012238,Cape Howe
0.853553390593274,KG-S15,2012.92379122804,meio,-39.49295044,147.3421478,Cape Howe
0.853553390593274,KG-S4,1815.67328089,meio,-39.46456909,147.2946625,Cape Howe
0.853553390593274,NIN-S1,9259.68799242343,meio,-43.27292,147.14343,Bassian
0.853553390593274,NIN-S2,9946.20843432165,meio,-43.29383,147.14182,Bassian
0.853553390593274,NSW47,3228.77342110062,meio,-37.10968,149.92238,Cape Howe
0.853553390593274,NSW5,2294.88401808537,meio,-37.10036,149.9285,Cape Howe
0.853553390593274,PS13,644.070692630647,meio,-32.71802,152.14133,Manning-Hawkesbury
0.853553390593274,PS17,1305.29609119595,meio,-32.714463,152.15183,Manning-Hawkesbury
0.853553390593274,QLD43,725.998211448634,meio,-14.69473,145.45921,Torres Strait Northern Great Barrier Reef
0.853553390593274,QLD44,931.065881299199,meio,-14.68942,145.46617,Torres Strait Northern Great Barrier Reef
0.853553390593274,QLD48,1075.97795203555,meio,-14.68689,145.44195,Torres Strait Northern Great Barrier Reef
0.853553390593274,QLD51,1220.80132222432,meio,-14.65706,145.45076,Torres Strait Northern Great Barrier Reef
0.853553390593274,SI21,3023.17140823625,meio,-30.00751,153.27028,Tweed-Moreton
0.853553390593274,SI29,2940.2877065684,meio,-29.98321,153.2278,Tweed-Moreton
0.853553390593274,SI6,1957.51996906275,meio,-30.01765,153.2692,Tweed-Moreton
0.853553390593274,SYD1,922.991889173315,meio,-33.85186,151.21997,Manning-Hawkesbury
0.853553390593274,SYD3,4159.02418471316,meio,-33.86328,151.24196,Manning-Hawkesbury
0.853553390593274,SYD30,5887.835509894,meio,-33.841655,151.253968,Manning-Hawkesbury
0.853553390593274,SYD31,3168.45919907196,meio,-33.840111,151.277492,Manning-Hawkesbury
0.853553390593274,SYD37,7597.57662978893,meio,-33.83036,151.26378,Manning-Hawkesbury
0.853553390593274,SYD6,4482.16143627999,meio,-33.85595,151.26602,Manning-Hawkesbury
0.853553390593274,SYD9,3865.1628568006,meio,-33.852053,151.263956,Manning-Hawkesbury
0.853553390593274,TAS26,5416.20526699558,meio,-43.14242,147.29123,Bassian
0.853553390593274,TAS43,6901.2100192476,meio,-43.08944,147.30101,Bassian
0.853553390593274,TAS84,379.032070644174,meio,-41.87563,148.31159,Bassian
0.853553390593274,TAS88,283.175860170332,meio,-41.87094,148.31732,Bassian
1.20710678118655,BS-S8,1878.62042375823,meio,-39.21514893,146.9923859,Cape Howe
1.20710678118655,DE4,976.326828445114,meio,-42.90611,147.3447,Bassian
1.20710678118655,DE46,1308.32015645737,meio,-42.861017,147.3501,Bassian
